stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
HIGVWHA1,949,Highview at Wharncliffe EB - #949,,42.953793,-81.259268,,,,,,0
HIGVWHA2,950,90 Highview - #950,,42.954023,-81.256969,,,,,,0
HIGVWHA4,951,Highview at Wharncliffe WB - #951,,42.953883,-81.258879,,,,,,0
HOLIEXET,954,Holiday at Exeter SB - #954,,42.926412,-81.218862,,,,,,0
HOLIGREE,955,Holiday at Greenfield SB - #955,,42.928343,-81.219316,,,,,,0
HORTHAMI,966,Horton at Hamilton WB - #966,,42.982727,-81.233841,,,,,,0
HORTMAIT,967,Horton at Maitland EB - #967,,42.982411,-81.234569,,,,,,0
HORTRIC2,969,Horton at Richmond WB - #969,,42.97894,-81.247975,,,,,,0
HORTRID1,970,Horton at Ridout EB - #970,,42.977825,-81.251008,,,,,,0
HORTWAT2,977,Horton at Waterloo WB - #977,,42.981101,-81.239838,,,,,,0
HORTWELL,978,Horton at Wellington EB - #978,,42.980351,-81.242012,,,,,,0
HORTWHA2,980,Horton west of Wharncliffe WB - #980,,42.976819,-81.263014,,,,,,0
HORTWHA3,981,Horton west of Wharncliffe EB - #981,,42.976569,-81.264939,,,,,,0
HORTWHA4,982,Horton west of Wharncliffe 2 WB - #982,,42.97667,-81.265273,,,,,,0
HUBRENT4,988,Hubrey at Enterprise south SB - #988,,42.930474,-81.183804,,,,,,0
HUBRWIL2,989,Hubrey at Wilton Grove SB - #989,,42.929375,-81.183108,,,,,,0
HUDSBAFF,990,Hudson at Baffin Place EB - #990,,42.991818,-81.15844,,,,,,0
HUDSFROB,991,Hudson at Frobisher EB - #991,,42.991822,-81.156712,,,,,,0
HUDSJOLI,992,Hudson at Joliet NB - #992,,42.994047,-81.155125,,,,,,0
HUDSTRAF,993,Hudson at Trafalgar NB - #993,,42.995616,-81.15591,,,,,,0
HUROADE4,997,Huron west of Adelaide WB - #997,,43.011737,-81.243615,,,,,,0
HUROADE6,998,648 Huron - #998,,43.012632,-81.240522,,,,,,0
HUROBARK,999,Huron at Barker WB - #999,,43.01518,-81.232182,,,,,,0
HUROBRI1,1002,Huron at Briarhill EB - #1002,,43.016689,-81.22618,,,,,,0
HUROBRI2,1003,Huron at Briarhill WB - #1003,,43.016375,-81.227748,,,,,,0
HUROCOLB,1005,Huron at Colborne EB - #1005,,43.009233,-81.25175,,,,,,0
HUROFRAS,1006,Huron at Fraser WB - #1006,,43.009652,-81.250539,,,,,,0
HUROHIG2,1008,Huron east of Highbury WB - #1008,,43.020129,-81.215049,,,,,,0
HUROHIG3,1009,Huron east of Highbury EB - #1009,,43.020169,-81.214119,,,,,,0
HUROHIG4,1010,Huron west of Highbury WB - #1010,,43.019826,-81.21617,,,,,,0
HUROMCN1,1011,Huron at McNay EB - #1011,,43.017581,-81.223094,,,,,,0
HUROMCN2,1012,Huron at McNay WB - #1012,,43.017229,-81.224919,,,,,,0
HURORIC1,1013,Huron at Richmond EB - #1013,,43.007251,-81.258524,,,,,,0
HURORIC2,1014,Huron at Richmond WB - #1014,,43.007234,-81.258655,,,,,,0
HUROSAN1,1015,Huron at Sandford EB - #1015,,43.022767,-81.205444,,,,,,0
HUROSAN2,1016,Huron at Sandford WB - #1016,,43.022613,-81.206383,,,,,,0
HUROVES1,1017,Huron at Vesta EB - #1017,,43.018366,-81.22044,,,,,,0
HUROVES2,1018,Huron at Vesta WB - #1018,,43.018876,-81.219421,,,,,,0
HUROWAT1,1019,Huron at Waterloo EB - #1019,,43.008409,-81.254524,,,,,,0
HUROWAT2,1020,Huron at Waterloo WB - #1020,,43.00868,-81.253797,,,,,,0
HUROWEB1,1021,Huron at Webster Stop 1 EB - #1021,,43.021481,-81.209843,,,,,,0
HUROWEB2,1022,Huron at Webster WB - #1022,,43.021579,-81.209919,,,,,,0
HUROWEDG,1024,Huron at Wedgewood WB - #1024,,43.013786,-81.236594,,,,,,0
HYDEFIG1,1026,Hyde Park at Fiddlers Green NB - #1026,,42.971772,-81.316912,,,,,,0
HYDEFIG2,1027,Hyde Park at Fiddlers Green SB - #1027,,42.971742,-81.317032,,,,,,0
HYDEIVAN,1028,Hyde Park at Ivanhill NB - #1028,,42.981119,-81.323053,,,,,,0
HYDEOXF1,1029,Hyde Park south of Oxford NB - #1029,,42.97504,-81.320034,,,,,,0
HYDEOXF2,1030,Hyde Park at Oxford SB - #1030,,42.975361,-81.320346,,,,,,0
HYDERIVE,1031,Hyde Park at Riverside NB - #1031,,42.965014,-81.315052,,,,,,0
HYDEVALE,1032,Hyde Park at Valetta NB - #1032,,42.96904,-81.316032,,,,,,0
INDUOXFO,1034,Industrial at Oxford NB - #1034,,43.02051,-81.164333,,,,,,0
INDUPAG1,1035,Industrial north of Page 1 NB - #1035,,43.015832,-81.162017,,,,,,0
INDUPAG3,1036,Industrial north of Page 2 NB - #1036,,43.017475,-81.162831,,,,,,0
JALNAUGU,1039,Jalna at Augusta WB - #1039,,42.925083,-81.23802,,,,,,0
JALNBEE1,1040,Jalna at Beechbank NB - #1040,,42.940318,-81.230124,,,,,,0
JALNBEE2,1041,Jalna at Beechbank Cr SB - #1041,,42.940752,-81.230922,,,,,,0
JALNBEM2,1043,Jalna at Beechmount SB - #1043,,42.935685,-81.228522,,,,,,0
JALNBRA1,1044,1102 Jalna - #1044,,42.933241,-81.2283,,,,,,0
JALNBRA3,1046,Jalna north of Bradley NB - #1046,,42.934874,-81.228269,,,,,,0
JALNBRA4,1047,Jalna south of Bradley SB - #1047,,42.932977,-81.228337,,,,,,0
JALNCHES,1048,Jalna at Cheswick Circle NB - #1048,,42.92977,-81.24294,,,,,,0
JALNCLAR,1049,Jalna at Clara Cr  WB - #1049,,42.924953,-81.239608,,,,,,0
JALNCOLE,1050,Jalna at Colette NB - #1050,,42.936824,-81.245692,,,,,,0
JALNERI1,1051,Jalna at Erica NB - #1051,,42.934258,-81.244643,,,,,,0
JALNERI2,1052,Jalna at Erica north SB - #1052,,42.936714,-81.245736,,,,,,0
JALNERI4,1053,Jalna at Erica south SB - #1053,,42.933905,-81.244384,,,,,,0
JALNERN3,1055,Jalna at Ernest north EB - #1055,,42.940752,-81.236511,,,,,,0
JALNERN4,1056,Jalna at Ernest south WB - #1056,,42.925286,-81.235316,,,,,,0
JALNERN5,1057,Jalna at Ernest south EB - #1057,,42.925268,-81.234714,,,,,,0
JALNFAI1,1058,1559 Jalna NB - #1058,,42.927868,-81.243276,,,,,,0
JALNFAI2,1059,Jalna at Fairchild WB - #1059,,42.92513,-81.241265,,,,,,0
JALNJOS1,1060,Jalna at Josselyn NB - #1060,,42.938372,-81.245514,,,,,,0
JALNJOS2,1061,Jalna north of Josselyn SB - #1061,,42.940554,-81.244017,,,,,,0
JALNJOS4,1062,Jalna south of Josselyn SB - #1062,,42.938103,-81.245772,,,,,,0
JALNMEG,1063,Jalna at Meg WB - #1063,,42.926158,-81.231418,,,,,,0
JALNPIER,1064,Jalna at Piers NB - #1064,,42.928458,-81.22641,,,,,,0
JALNPON1,1065,Jalna at Ponderosa NB - #1065,,42.938001,-81.22926,,,,,,0
JALNPOP1,1067,Jalna at Poplar WB - #1067,,42.941114,-81.231727,,,,,,0
JALNSDAL,1071,Jalna at Southdale NB - #1071,,42.941258,-81.243625,,,,,,0
JALNTUMB,1072,Jalna at Tumbleweed SB - #1072,,42.938776,-81.229523,,,,,,0
KINGBUR1,1077,King Edward at Burlington NB - #1077,,42.962132,-81.20638,,,,,,0
KINGCHI1,1078,King Edward at Chippendale NB - #1078,,42.964116,-81.208154,,,,,,0
KINGCHI2,1079,King Edward at Chippendale SB - #1079,,42.964385,-81.20833,,,,,,0
KINGCLAR,1080,King at Clarence EB - #1080,,42.983335,-81.245868,,,,,,0
KINGEAGL,1082,King Edward at Eagle SB - #1082,,42.963123,-81.207767,,,,,,0
KINGECHO,1083,King Edward at Echo SB - #1083,,42.966097,-81.209213,,,,,,0
KINGOAK1,1084,Kingsway at Oakridge EB - #1084,,42.977778,-81.294035,,,,,,0
KINGOAK2,1085,Kingsway at Oakridge WB - #1085,,42.977689,-81.294624,,,,,,0
KINGRICH,1086,King at Richmond EB - #1086,,42.982623,-81.248536,,,,,,0
KINGSCE1,1087,King Edward at Scenic NB - #1087,,42.967366,-81.210686,,,,,,0
KINGSCE2,1088,King Edward at Scenic SB - #1088,,42.967282,-81.210728,,,,,,0
KINGTHO2,1089,King Edward at Thompson SB - #1089,,42.969234,-81.212795,,,,,,0
KINGVERM,1090,King Edward at Vermont Ave NB - #1090,,42.965959,-81.208889,,,,,,0
KINGWON1,1091,Kingsway at Wonderland EB - #1091,,42.978802,-81.290458,,,,,,0
KINGWON2,1092,Kingsway at Wonderland WB - #1092,,42.978844,-81.290607,,,,,,0
KIPPADEL,1093,Kipps at Adelaide EB - #1093,,43.01807,-81.244059,,,,,,0
KIPPARBO,1094,Kipps at Arbour Glen EB - #1094,,43.021146,-81.233784,,,,,,0
KIPPBARK,1095,Kipps at Barker EB - #1095,,43.020271,-81.236561,,,,,,0
KIPPBELF,1096,Kipps at Belfield EB - #1096,,43.018918,-81.241149,,,,,,0
KIPPBRIA,1097,Kipps at Briarhill EB - #1097,,43.022453,-81.229344,,,,,,0
LAMBMID1,1104,Talbot College NB - #1104,,43.007611,-81.269936,,,,,,0
LANGHOLB,1105,Langarth at Holborn WB - #1105,,42.964875,-81.262683,,,,,,0
LAWSBAN1,1107,Lawson at Banting EB - #1107,,42.999543,-81.304563,,,,,,0
LAWSBAN2,1108,Lawson at Banting WB - #1108,,42.999634,-81.304529,,,,,,0
LAWSDENL,1109,Lawson at Denlaw EB - #1109,,42.997874,-81.306513,,,,,,0
LAWSLIMB,1110,Lawson at Limberlost WB - #1110,,42.99789,-81.306596,,,,,,0
LIMBARD1,1118,Limberlost at Ardsley NB - #1118,,43.00247,-81.309096,,,,,,0
LIMBARD2,1119,Limberlost north of Ardsley SB - #1119,,43.002366,-81.309254,,,,,,0
LIMBARD3,1120,Limberlost between Lawson and Ardsley NB - #1120,,42.999973,-81.308371,,,,,,0
LIMBARD4,1121,Limberlost south of Ardsley SB - #1121,,42.999916,-81.308442,,,,,,0
LIMBGAI1,1124,Limberlost at Gainsborough NB - #1124,,43.005037,-81.309399,,,,,,0
LIMBGAI2,1125,Limberlost at Gainsborough SB - #1125,,43.004912,-81.309452,,,,,,0
MACKEMER,1131,MacKay at Emery SB - #1131,,42.963916,-81.264329,,,,,,0
MAITREGE,1132,Maitland at Regent SB - #1132,,43.00902,-81.248152,,,,,,0
MANITWEE,1133,Manitoulin at Tweedsmuir NB - #1133,,42.982666,-81.181256,,,,,,0
MARCNOEL,1137,Marconi at Noel SB - #1137,,42.990376,-81.164965,,,,,,0
MARCRAI2,1138,Marconi at Railton WB - #1138,,42.986971,-81.152882,,,,,,0
MARCTRAF,1139,Marconi at Trafalgar SB - #1139,,42.992638,-81.167302,,,,,,0
MASOSTO1,1140,Masonville Place Stop #1 - #1140,,43.025446,-81.281591,,,,,,0
MASOSTO2,1141,Masonville Place Stop #2 - #1141,,43.025666,-81.281723,,,,,,0
MASOSTO3,1142,Masonville Place Stop #3 - #1142,,43.02586,-81.281823,,,,,,0
MASOSTO4,1143,Masonville Place Stop #4 - #1143,,43.025883,-81.28161,,,,,,0
MASOSTO5,1144,Masonville Place Stop #5 - #1144,,43.025452,-81.281354,,,,,,0
MASOSTO6,1145,Masonville Place Stop #6 - #1145,,43.025437,-81.281381,,,,,,0
MCNACHEA,1155,McNay at Cheapside SB - #1155,,43.011816,-81.221157,,,,,,0
MCNAHUR1,1156,McNay at Huron NB - #1156,,43.016992,-81.223656,,,,,,0
MCNAHUR2,1157,McNay at Huron SB - #1157,,43.01692,-81.223727,,,,,,0
MCNAMEL2,1159,McNay at Melsandra SB - #1159,,43.020562,-81.226064,,,,,,0
MCNAROC2,1161,McNay at Rock SB - #1161,,43.015513,-81.222983,,,,,,0
MCNAVIC1,1162,McNay north of Victoria NB - #1162,,43.014689,-81.222497,,,,,,0
MCNAVIC2,1163,McNay at Victoria SB - #1163,,43.013474,-81.221978,,,,,,0
MCNAVIC3,1164,McNay south of Victoria NB - #1164,,43.013697,-81.222006,,,,,,0
MEADREA1,1165,Meadowgate at Reardon NB - #1165,,42.963084,-81.180223,,,,,,0
MEGEXE1,1168,Meg at Exeter NB - #1168,,42.925081,-81.231996,,,,,,0
MEGEXE2,1169,Meg at Exeter SB - #1169,,42.925303,-81.232154,,,,,,0
MELSBRIA,1170,Melsandra at Briarhill WB - #1170,,43.019908,-81.228117,,,,,,0
MELSSUSS,1171,Melsandra at Sussex WB - #1171,,43.018891,-81.231867,,,,,,0
MIDDPERT,1173,Talbot College - #1173,,43.008224,-81.270543,,,,,,0
MILLASHB,1174,Millbank at Ashbury SB - #1174,,42.942113,-81.202548,,,,,,0
MILLBEX1,1175,687 Millbank - #1175,,42.940822,-81.200906,,,,,,0
MILLBEX2,1176,Millbank at Bexhill  SB - #1176,,42.941025,-81.201199,,,,,,0
MILLBEX3,1177,Millbank at Bexhill  NB - #1177,,42.938394,-81.200185,,,,,,0
MILLBEX4,1178,720 Millbank - #1178,,42.938947,-81.200415,,,,,,0
MILLBRID,1179,Millbank at Bridington NB - #1179,,42.942167,-81.202469,,,,,,0
MILLDOWN,1180,Millbank at Downing NB - #1180,,42.946786,-81.211933,,,,,,0
MILLDUD1,1181,Millbank at Dudley NB - #1181,,42.94404,-81.20437,,,,,,0
MILLDUD2,1182,Millbank at Dudley SB - #1182,,42.944011,-81.204454,,,,,,0
MILLEBU2,1183,131 Millbank - #1183,,42.946075,-81.211972,,,,,,0
MILLEBU4,1184,Millbank at Ebury SB - #1184,,42.9487,-81.211287,,,,,,0
MILLHARR,1185,Millbank at Harrow  NB - #1185,,42.945846,-81.204681,,,,,,0
MILLPAR1,1186,Millbank at Parliament EB - #1186,,42.952091,-81.20796,,,,,,0
MILLPAR2,1187,Millbank at Parliament WB - #1187,,42.952118,-81.20764,,,,,,0
MILLSDA1,1188,Millbank at Southdale NB - #1188,,42.945211,-81.21175,,,,,,0
MILLSDA2,1189,Millbank at Southdale SB - #1189,,42.944955,-81.211803,,,,,,0
MILLSDA4,1190,Laurier Secondary School - #1190,,42.94561,-81.204729,,,,,,0
MILLSHA1,1191,Millbank at Shaftsbury east NB - #1191,,42.950273,-81.205551,,,,,,0
MILLSHA2,1192,Millbank at Shaftsbury east SB - #1192,,42.950104,-81.205462,,,,,,0
MILLSHA3,1193,Millbank at Shaftsbury NB - #1193,,42.949798,-81.210517,,,,,,0
MILLSHA4,1194,Millbank at Shaftsbury west SB - #1194,,42.949744,-81.210611,,,,,,0
MILLSTAN,1195,Millbank at Stanhope NB - #1195,,42.948279,-81.21163,,,,,,0
MONTFUND,1199,Montabello at Fundy NB - #1199,,42.978533,-81.178654,,,,,,0
MONTGORE,1200,Montabello at Gore NB - #1200,,42.977249,-81.178022,,,,,,0
MONTTWEE,1206,Montabello at Tweedsmuir NB - #1206,,42.979914,-81.179396,,,,,,0
MORNCON1,1207,Mornington at Connaught EB - #1207,,43.003582,-81.211879,,,,,,0
MORNCON2,1208,Mornington east of Connaught WB - #1208,,43.003289,-81.212212,,,,,,0
MORNCURR,1209,Mornington at Curry WB - #1209,,43.002531,-81.217507,,,,,,0
MORNGLAS,1210,Mornington at Glasgow WB - #1210,,43.00138,-81.221542,,,,,,0
MORNOXF2,1214,632 Mornington - #1214,,43.00644,-81.212786,,,,,,0
MORNOXF3,1215,Mornington at Oxford NB - #1215,,43.006934,-81.212908,,,,,,0
MORNOXF4,1216,600 Mornington SB - #1216,,43.005277,-81.212194,,,,,,0
MORNSAL1,1217,Mornington at Salisbury EB - #1217,,43.002589,-81.214663,,,,,,0
MORNSAL2,1218,Mornington at Salisbury WB - #1218,,43.002796,-81.215322,,,,,,0
MORNSTRA,1219,Mornington at Strand EB - #1219,,43.001751,-81.219938,,,,,,0
NATSCI,1222,Natural Science - #1222,,43.010172,-81.273174,,,,,,0
NEPT342N,1225,342 Neptune - #1225,,42.993231,-81.13926,,,,,,0
NEPTSOV1,1226,Neptune at Sovereign NB - #1226,,42.989943,-81.137503,,,,,,0
NEPTSOV3,1227,396 Neptune NB - #1227,,42.995874,-81.140651,,,,,,0
NEWBADE1,1228,Newbold at Adelaide EB - #1228,,42.934315,-81.208905,,,,,,0
NEWBBESS,1229,Newbold at Bessemer EB - #1229,,42.934002,-81.211509,,,,,,0
NEWBCON1,1231,Newbold at Consortium EB - #1231,,42.934763,-81.20534,,,,,,0
NEWBTOWE,1232,Newbold at Towerline EB - #1232,,42.93529,-81.201678,,,,,,0
NIXOCRE2,1234,Nixon at Creston SB - #1234,,42.944628,-81.237278,,,,,,0
NIXOEDEN,1235,Nixon at Eden NB - #1235,,42.946199,-81.237585,,,,,,0
NIXOSDAL,1236,Nixon at Southdale SB - #1236,,42.943059,-81.236891,,,,,,0
NIXOWIMB,1237,Nixon at Southdale NB - #1237,,42.94292,-81.236739,,,,,,0
NOELBOW,1238,Noel at Bow EB - #1238,,42.990022,-81.161463,,,,,,0
NOTRVISC,1240,Notre Dame at Viscount SB - #1240,,42.94825,-81.270439,,,,,,0
OAKVCHIP,1244,Oakville at Chippewa NB - #1244,,43.029372,-81.19657,,,,,,0
OAKVHURO,1245,Oakville at Huron NB - #1245,,43.027589,-81.192298,,,,,,0
OAKVTILI,1246,Oakville at Tilipe NB - #1246,,43.028653,-81.193699,,,,,,0
OSGOADE1,1249,Osgoode east of Adelaide EB - #1249,,42.937583,-81.208226,,,,,,0
OSGOADE3,1250,Osgoode west of Adelaide EB - #1250,,42.938882,-81.210941,,,,,,0
OSGOBRE1,1251,Osgoode at Breckenridge EB - #1251,,42.937553,-81.217407,,,,,,0
OSGOBRE2,1252,Osgoode at Breckenridge WB - #1252,,42.93763,-81.217447,,,,,,0
OSGOFITZ,1253,Osgoode at Fitzroy WB - #1253,,42.937771,-81.214978,,,,,,0
OSGOKIN1,1254,Osgoode at Kinburn EB - #1254,,42.937955,-81.213015,,,,,,0
OSGOKIN2,1255,Osgoode at Kinburn WB - #1255,,42.939015,-81.21095,,,,,,0
OSGOKIN4,1256,1081 Osgoode WB - #1256,,42.938117,-81.212643,,,,,,0
OSGOMETC,1257,Osgoode at Metcalfe EB - #1257,,42.937637,-81.215597,,,,,,0
OSGOWOO1,1258,Osgoode at Woodrow EB - #1258,,42.938591,-81.206426,,,,,,0
OSGOWOO2,1259,Osgoode at Woodrow WB - #1259,,42.938269,-81.206641,,,,,,0
OXFOADE1,1260,Oxford at Adelaide EB - #1260,,42.99992,-81.237831,,,,,,0
OXFOADE2,1261,Oxford at Adelaide WB - #1261,,43.000109,-81.237837,,,,,,0
OXFOANDR,1262,Oxford at St. Andrews EB - #1262,,42.992511,-81.262967,,,,,,0
OXFOBEA1,1263,Oxford at Beaverbrook EB - #1263,,42.987116,-81.281374,,,,,,0
OXFOBEA2,1264,Oxford west of Beaverbrook WB - #1264,,42.986398,-81.284148,,,,,,0
OXFOBEA4,1265,Oxford east of Beaverbrook WB - #1265,,42.987331,-81.280986,,,,,,0
OXFOBRI1,1266,Oxford at Britannia EB - #1266,,42.989831,-81.272053,,,,,,0
OXFOCAP1,1268,Oxford at Capulet Lane EB - #1268,,42.982657,-81.296316,,,,,,0
OXFOCAP2,1269,Oxford at Capulet Lane WB - #1269,,42.983137,-81.295367,,,,,,0
OXFOCHE1,1270,Chelsey Park Retirement Home - #1270,,42.988137,-81.277858,,,,,,0
OXFOCHE2,1271,Oxford at Cherryhill Blvd WB - #1271,,42.988906,-81.275677,,,,,,0
OXFOCHE3,1272,Oxford at Cherryhill Blvd EB - #1272,,42.988555,-81.276434,,,,,,0
OXFOCLA1,1273,Oxford east of Clarke EB - #1273,,43.016393,-81.180957,,,,,,0
OXFOCLA2,1274,General Dynamics Gate 1 WB - #1274,,43.01769,-81.176831,,,,,,0
OXFOCLA3,1275,General Dynamics Gate 1 EB - #1275,,43.017621,-81.176624,,,,,,0
OXFOCLA5,1276,Oxford west of Clarke EB - #1276,,43.015144,-81.185375,,,,,,0
OXFOCLA6,1277,Oxford at 3M WB - #1277,,43.015335,-81.185152,,,,,,0
OXFOCLE1,1278,Oxford at Clemens EB - #1278,,43.006137,-81.216628,,,,,,0
OXFOCLE2,1279,Oxford at Clemens WB - #1279,,43.006156,-81.216871,,,,,,0
OXFOCOL1,1280,Oxford at Colborne EB - #1280,,42.997644,-81.245728,,,,,,0
OXFOCOL2,1281,Oxford at Colborne WB - #1281,,42.997886,-81.245338,,,,,,0
OXFOELI1,1285,Oxford at Elizabeth EB - #1285,,43.000833,-81.234811,,,,,,0
OXFOELI2,1286,Oxford at Elizabeth WB - #1286,,43.00104,-81.234328,,,,,,0
OXFOELL1,1287,Oxford at Elliott EB - #1287,,43.001599,-81.2321,,,,,,0
OXFOELL2,1288,Oxford at Elliott WB - #1288,,43.001825,-81.231662,,,,,,0
OXFOEMPI,1289,Oxford at Empire EB - #1289,,43.006964,-81.213768,,,,,,0
OXFOFERN,1290,Oxford at Fernely WB - #1290,,42.991842,-81.26563,,,,,,0
OXFOFID1,1291,Oxford at Fiddlers Green EB - #1291,,42.976309,-81.318179,,,,,,0
OXFOFID2,1292,Oxford at Fiddlers Green WB - #1292,,42.976606,-81.317731,,,,,,0
OXFOFLEE,1293,Oxford at Fleet EB - #1293,,43.004968,-81.220662,,,,,,0
OXFOFRE1,1294,Oxford at Freele EB - #1294,,42.978416,-81.310941,,,,,,0
OXFOFRE2,1295,Oxford at Freele WB - #1295,,42.978637,-81.310731,,,,,,0
OXFOGAM1,1296,Oxford at Gammage EB - #1296,,43.002591,-81.228723,,,,,,0
OXFOGAM2,1297,Oxford at Gammage WB - #1297,,43.002899,-81.228015,,,,,,0
OXFOGEO1,1298,Oxford at St. George EB - #1298,,42.994743,-81.255576,,,,,,0
OXFOGEO2,1299,Oxford at St. George WB - #1299,,42.994758,-81.255944,,,,,,0
OXFOGM1,1300,General Dynamics Gate 4 - #1300,,43.01888,-81.172206,,,,,,0
OXFOGM2,1301,Oxford at General Dynamics Main Gate - #1301,,43.019425,-81.170703,,,,,,0
OXFOGM3,1302,2035 Oxford - #1302,,43.019868,-81.16872,,,,,,0
OXFOGRAC,1303,Oxford & Grace St WB - #1303,,42.992617,-81.262911,,,,,,0
OXFOGUI1,1304,Oxford at Guildwood Gate EB - #1304,,42.97745,-81.314125,,,,,,0
OXFOGUI2,1305,Oxford at Guildwood Blvd WB - #1305,,42.980049,-81.305883,,,,,,0
OXFOGUI3,1306,Oxford at Guildwood Gate WB - #1306,,42.977515,-81.314731,,,,,,0
OXFOHIG1,1307,Oxbury Centre - #1307,,43.007889,-81.210425,,,,,,0
OXFOHIG2,1308,Oxford at Highbury WB - #1308,,43.008198,-81.209901,,,,,,0
OXFOHIG3,1309,Oxford at Highbury EB - #1309,,43.008538,-81.208231,,,,,,0
OXFOHIG4,1310,John Paul Secondary School - #1310,,43.008983,-81.2073,,,,,,0
OXFOHYD1,1311,Oxford at Hyde Park EB - #1311,,42.975591,-81.320655,,,,,,0
OXFOHYD2,1312,Oxford at Hyde Park WB - #1312,,42.975275,-81.322369,,,,,,0
OXFOIND1,1313,Oxford east of Industrial EB - #1313,,43.021161,-81.164167,,,,,,0
OXFOIND2,1314,Oxford at Industrial WB - #1314,,43.020498,-81.166915,,,,,,0
OXFOIND3,1315,Oxford west of Industrial EB - #1315,,43.020401,-81.16688,,,,,,0
OXFOJUNI,1316,Oxford at Juniper EB - #1316,,42.979571,-81.30685,,,,,,0
OXFOLAR1,1317,Oxford at Laruel EB - #1317,,42.98131,-81.300912,,,,,,0
OXFOLAR2,1318,Oxford at Laurel WB - #1318,,42.981567,-81.30059,,,,,,0
OXFOLYMA,1319,Oxford at Lyman WB - #1319,,43.005299,-81.219749,,,,,,0
OXFOMAI1,1320,Oxford at Maitland EB - #1320,,42.998642,-81.242401,,,,,,0
OXFOMAI2,1321,Oxford at Maitland WB - #1321,,42.998552,-81.243088,,,,,,0
OXFOMORN,1322,Oxford at Mornington EB - #1322,,43.00738,-81.212057,,,,,,0
OXFOOAKS,1323,Oxford at Oakside WB - #1323,,43.007013,-81.213901,,,,,,0
OXFOOLH1,1324,Oxford at Old Hunt EB - #1324,,42.972605,-81.331086,,,,,,0
OXFOOLH2,1325,Oxford at Old Hunt WB - #1325,,42.972682,-81.331109,,,,,,0
OXFOPLAT,1326,Oxford at Platts Lane WB - #1326,,42.989933,-81.272489,,,,,,0
OXFOPRO1,1327,Oxford at Proudfoot Lane EB - #1327,,42.985262,-81.287429,,,,,,0
OXFOPRO2,1328,Oxford at Proudfoot WB - #1328,,42.985491,-81.287381,,,,,,0
OXFOQUE1,1329,Oxford at Quebec EB - #1329,,43.003786,-81.224718,,,,,,0
OXFOQUE2,1330,Oxford at Quebec WB - #1330,,43.003936,-81.22446,,,,,,0
OXFORAT1,1331,Oxford at Rathowen EB - #1331,,42.990925,-81.268407,,,,,,0
OXFORAT2,1332,Oxford at Rathowen WB - #1332,,42.991005,-81.268365,,,,,,0
OXFORIC1,1333,Oxford at Richmond EB - #1333,,42.995586,-81.252763,,,,,,0
OXFORIC2,1334,Oxford at Richmond WB - #1334,,42.995433,-81.253762,,,,,,0
OXFOROE2,1336,Oxford at Roehampton WB - #1336,,43.010051,-81.203514,,,,,,0
OXFOROY1,1337,Oxford at Royal York EB - #1337,,42.974746,-81.323709,,,,,,0
OXFOROY2,1338,Oxford at Royal York WB - #1338,,42.974646,-81.324364,,,,,,0
OXFOROY3,1339,St Aidens Church - #1339,,42.973813,-81.326909,,,,,,0
OXFOROY4,1340,Marie Curie School - #1340,,42.973802,-81.327313,,,,,,0
OXFOSAN1,1341,Oxford at Sanatorium EB - #1341,,42.971955,-81.333339,,,,,,0
OXFOSEC1,1343,Oxford at Second EB - #1343,,43.012141,-81.19586,,,,,,0
OXFOSEC2,1344,Oxford at Fanshawe College Blvd WB - #1344,,43.012511,-81.195051,,,,,,0
OXFOSPIT,1345,Oxford at Spittal EB - #1345,,43.005337,-81.219336,,,,,,0
OXFOSTE1,1346,Oxford at Sterling EB - #1346,,43.003347,-81.226199,,,,,,0
OXFOSTE2,1347,Oxford at Sterling WB - #1347,,43.003349,-81.226471,,,,,,0
OXFOSTRA,1348,Oxford at Strand EB - #1348,,43.004494,-81.222268,,,,,,0
OXFOSTUA,1349,Oxford at Stuart WB - #1349,,43.004707,-81.221764,,,,,,0
OXFOTAL1,1350,Oxford at Talbot EB - #1350,,42.993941,-81.258169,,,,,,0
OXFOTAL2,1351,Oxford at Talbot WB - #1351,,42.994224,-81.257846,,,,,,0
OXFOTHI1,1352,Oxford at Third EB - #1352,,43.013429,-81.191453,,,,,,0
OXFOTHI2,1353,Oxford at Third WB - #1353,,43.013802,-81.190523,,,,,,0
OXFOWAT1,1354,Oxford at Waterloo EB - #1354,,42.996846,-81.248395,,,,,,0
OXFOWAT2,1355,Oxford at Waterloo WB - #1355,,42.997142,-81.247865,,,,,,0
OXFOWEL1,1356,Oxford at Wellington EB - #1356,,42.996041,-81.251186,,,,,,0
OXFOWEL2,1357,Oxford at Wellington WB - #1357,,42.996245,-81.250872,,,,,,0
OXFOWHA1,1358,Oxford at Wharncliffe EB - #1358,,42.992073,-81.264464,,,,,,0
OXFOWHA2,1359,Oxford at Wharncliffe WB - #1359,,42.992133,-81.264637,,,,,,0
OXFOWIL1,1360,Oxford at William EB - #1360,,42.9993,-81.240156,,,,,,0
OXFOWIL2,1361,Oxford at William WB - #1361,,42.999381,-81.240321,,,,,,0
OXFOWIST,1362,Oxford at Wistow WB - #1362,,43.00755,-81.211851,,,,,,0
